0
MMM
AOS
ABT
ABMD
ACN
ATVI
ADM
ADBE
AAP
AMD
AES
AFL
A
APD
AKAM
ALK
ALB
ARE
ALGN
LNT
ALL
GOOGL
GOOG
MO
AMZN
AEE
AEP
AXP
AIG
AMT
ABC
AME
AMGN
APH
ADI
ANSS
ANTM
AON
APA
AAPL
AMAT
AJG
AIZ
T
ATO
ADSK
ADP
AZO
AVB
AVY
BKR
BLL
BAC
BAX
BDX
BBY
BIO
BIIB
BLK
BK
BA
BKNG
BWA
BXP
BSX
BMY
CHRW
COG
CDNS
CPB
COF
CAH
KMX
CCL
CAT
CBRE
CNC
CNP
CERN
CRL
SCHW
CVX
CB
CHD
CI
CINF
CTAS
CSCO
C
CTXS
CLX
CME
CMS
KO
CTSH
CL
CMCSA
CMA
CAG
COP
ED
STZ
CPRT
GLW
COST
CCI
CSX
CMI
CVS
DHI
DHR
DRI
DVA
DE
XRAY
DVN
DLR
DISH
DLTR
D
DPZ
DOV
DTE
DUK
DRE
DD
DXC
EMN
ETN
EBAY
ECL
EIX
EW
EA
LLY
EMR
ETR
EOG
EFX
EQIX
EQR
ESS
EL
RE
EVRG
ES
EXC
EXPD
EXR
XOM
FFIV
FAST
FRT
FDX
FIS
FITB
FE
FISV
FMC
F
BEN
FCX
GPS
GRMN
IT
GD
GE
GIS
GPC
GILD
GPN
GL
GS
HAL
HAS
PEAK
HSIC
HES
HOLX
HD
HON
HRL
HST
HPQ
HUM
HBAN
IBM
IEX
IDXX
ITW
ILMN
INCY
INTC
IFF
IP
IPG
INTU
ISRG
IVZ
IRM
JBHT
JKHY
J
SJM
JNJ
JCI
JPM
JNPR
KSU
K
KEY
KMB
KIM
KLAC
KR
LB
LHX
LH
LRCX
LVS
LEG
LEN
LNC
LIN
LKQ
LMT
L
LOW
MTB
MRO
MKTX
MAR
MMC
MLM
MAS
MXIM
MKC
MCD
MCK
MDT
MRK
MET
MTD
MGM
MCHP
MU
MSFT
MAA
MHK
TAP
MDLZ
MPWR
MNST
MCO
MS
MSI
NDAQ
NTAP
NFLX
NWL
NEM
NEE
NKE
NI
NSC
NTRS
NOC
NLOK
NOV
NRG
NUE
NVDA
NVR
ORLY
OXY
ODFL
OMC
OKE
ORCL
PCAR
PKG
PH
PAYX
PENN
PNR
PBCT
PEP
PKI
PRGO
PFE
PNW
PXD
PNC
POOL
PPG
PPL
PFG
PG
PGR
PLD
PRU
PTC
PEG
PSA
PHM
PVH
QCOM
PWR
DGX
RL
RJF
RTX
O
REG
REGN
RF
RSG
RMD
RHI
ROK
ROL
ROP
ROST
RCL
SPGI
CRM
SBAC
SLB
STX
SEE
SRE
SHW
SPG
SWKS
SNA
SO
LUV
SWK
SBUX
STT
STE
SYK
SIVB
SNPS
SYY
TROW
TTWO
TPR
TGT
TDY
TFX
TER
TXN
TXT
COO
HIG
HSY
MOS
TRV
DIS
TMO
TJX
TSCO
TT
TRMB
TFC
TYL
TSN
USB
UDR
UNP
UPS
URI
UNH
UHS
UNM
VLO
VTR
VRSN
VZ
VRTX
VFC
VTRS
VNO
VMC
WRB
GWW
WAB
WBA
WMT
WM
WAT
WEC
WFC
WELL
WST
WDC
WY
WHR
WMB
WLTW
WYNN
XEL
XLNX
YUM
ZBRA
ZBH
ZION
