0
ABT
ABMD
ATVI
ADBE
AMD
AES
AFL
A
APD
AKAM
ALK
ALB
ARE
ALXN
ALL
AMZN
AEE
AEP
AXP
AIG
AMT
ABC
AME
AMGN
APH
ADI
ANSS
AON
AOS
APA
AAPL
AMAT
ADM
AJG
ATO
ADSK
ADP
AZO
AVB
AVY
BKR
BLL
BAC
BK
BAX
BDX
BBY
BIO
BIIB
BLK
BA
BKNG
BWA
BXP
BSX
BMY
BEN
CHRW
COG
CDNS
CPB
COF
CAH
CCL
CAT
CNP
CERN
CVX
CB
CHD
CI
CINF
CTAS
CSCO
C
CTXS
CLX
CMS
CTSH
CL
CMCSA
CMA
CAG
COP
COO
CPRT
COST
CCI
CSX
CMI
CVS
DHI
DHR
DRI
DVA
DE
DVN
DISH
DLTR
D
DOV
DTE
DUK
DRE
DD
DXC
DGX
DIS
ED
EMN
ETN
EBAY
ECL
EIX
EA
EMR
ETR
EOG
EFX
EQR
ESS
EL
EVRG
ES
EXC
EXPD
FFIV
FAST
FRT
FDX
FITB
FE
FISV
FMC
F
FCX
GLW
GPS
GD
GE
GIS
GPC
GILD
GL
GS
GWW
HAL
HIG
HAS
HSIC
HSY
HES
HOLX
HD
HON
HRL
HST
HPQ
HUM
HBAN
IT
IEX
IDXX
ITW
INCY
INTC
IBM
IP
IPG
IFF
INTU
IVZ
IRM
JKHY
J
JBHT
JNJ
JCI
JPM
JNPR
KMX
KO
KSU
K
KEY
KMB
KIM
KLAC
KR
LNT
LB
LHX
LH
LRCX
LEG
LEN
LLY
LNC
LIN
LMT
L
LOW
LUV
MMM
MO
MTB
MRO
MAR
MMC
MLM
MAS
MKC
MXIM
MCD
MCK
MDT
MRK
MTD
MGM
MCHP
MU
MSFT
MAA
MHK
MNST
MCO
MS
MOS
MSI
NTAP
NWL
NEM
NEE
NKE
NI
NSC
NTRS
NOC
NLOK
NOV
NUE
NVDA
NVR
ORLY
OXY
ODFL
OMC
OKE
ORCL
O
PEAK
PCAR
PKG
PH
PAYX
PENN
PNR
PBCT
PEP
PKI
PRGO
PFE
PNW
PXD
PNC
POOL
PPG
PPL
PG
PGR
PLD
PTC
PEG
PSA
PHM
PVH
PWR
QCOM
RE
RL
RJF
RTX
REG
REGN
RF
RSG
RMD
RHI
ROK
ROL
ROP
ROST
RCL
SCHW
STZ
SJM
SPGI
SBAC
SLB
SEE
SRE
SHW
SPG
SWKS
SNA
SO
SWK
SBUX
STT
STE
SYK
SIVB
SNPS
SYY
T
TAP
TROW
TTWO
TGT
TDY
TFX
TER
TXN
TXT
TMO
TJX
TSCO
TT
TRV
TRMB
TFC
TYL
TSN
UDR
USB
UNP
UNH
UPS
URI
UHS
UNM
VLO
VTR
VRSN
VZ
VRTX
VFC
VTRS
VNO
VMC
WRB
WAB
WMT
WBA
WM
WAT
WEC
WFC
WELL
WST
WDC
WY
WHR
WMB
XRAY
XOM
XEL
XLNX
YUM
ZBRA
ZION
